Financ,Procedim,Descrição,Fisico,Medio/Unit,Orçamentario,% Incremento,Valor Increm,Total Orçado,Apuração,Competência,Num_CNES,Nome_estabelecimento
MAC,020201031,DOSAGEM DE CREATININA,120,"1,85","222,00","0,00","0,00","222,00",Proced.,202506,2332574,LABORATORIO ALVES VIEIRA
MAC,020201039,DOSAGEM DE FERRO SERICO,35,"3,51","122,85","0,00","0,00","122,85",Proced.,202506,2332574,LABORATORIO ALVES VIEIRA
MAC,020201042,DOSAGEM DE FOSFATASE ALCALINA,8,"2,01","16,08","0,00","0,00","16,08",Proced.,202506,2332574,LABORATORIO ALVES VIEIRA
MAC,020201046,DOSAGEM DE GAMA-GLUTAMIL-TRANSFERASE (GAMA GT),6,"3,51","21,06","0,00","0,00","21,06",Proced.,202506,2332574,LABORATORIO ALVES VIEIRA
MAC,020201047,DOSAGEM DE GLICOSE,600,"1,85","1.110,00","0,00","0,00","1.110,00",Proced.,202506,2332574,LABORATORIO ALVES VIEIRA
MAC,020201050,DOSAGEM DE HEMOGLOBINA GLICOSILADA,30,"7,86","235,80","0,00","0,00","235,80",Proced.,202506,2332574,LABORATORIO ALVES VIEIRA
MAC,020201057,DOSAGEM DE MUCO-PROTEINAS,15,"2,01","30,15","0,00","0,00","30,15",Proced.,202506,2332574,LABORATORIO ALVES VIEIRA
MAC,020201062,DOSAGEM DE PROTEINAS TOTAIS E FRACOES,2,"1,85","3,70","0,00","0,00","3,70",Proced.,202506,2332574,LABORATORIO ALVES VIEIRA
MAC,020201064,DOSAGEM DE TRANSAMINASE GLUTAMICO-OXALACETICA (TGO),50,"2,01","100,50","0,00","0,00","100,50",Proced.,202506,2332574,LABORATORIO ALVES VIEIRA
MAC,020201065,DOSAGEM DE TRANSAMINASE GLUTAMICO-PIRUVICA (TGP),50,"2,01","100,50","0,00","0,00","100,50",Proced.,202506,2332574,LABORATORIO ALVES VIEIRA
MAC,020201067,DOSAGEM DE TRIGLICERIDEOS,500,"3,51","1.755,00","0,00","0,00","1.755,00",Proced.,202506,2332574,LABORATORIO ALVES VIEIRA
MAC,020201069,DOSAGEM DE UREIA,120,"1,85","222,00","0,00","0,00","222,00",Proced.,202506,2332574,LABORATORIO ALVES VIEIRA
MAC,020202007,DETERMINACAO DE TEMPO DE COAGULACAO,6,"2,73","16,38","0,00","0,00","16,38",Proced.,202506,2332574,LABORATORIO ALVES VIEIRA
MAC,020202009,DETERMINACAO DE TEMPO DE SANGRAMENTO -DUKE,6,"2,73","16,38","0,00","0,00","16,38",Proced.,202506,2332574,LABORATORIO ALVES VIEIRA
MAC,020202015,DETERMINACAO DE VELOCIDADE DE HEMOSSEDIMENTACAO (VHS),25,"2,73","68,25","0,00","0,00","68,25",Proced.,202506,2332574,LABORATORIO ALVES VIEIRA
MAC,020202038,HEMOGRAMA COMPLETO,800,"4,11","3.288,00","0,00","0,00","3.288,00",Proced.,202506,2332574,LABORATORIO ALVES VIEIRA
MAC,020202049,PROVA DE RETRACAO DO COAGULO,6,"2,73","16,38","0,00","0,00","16,38",Proced.,202506,2332574,LABORATORIO ALVES VIEIRA
MAC,020202050,PROVA DO LACO,6,"2,73","16,38","0,00","0,00","16,38",Proced.,202506,2332574,LABORATORIO ALVES VIEIRA
MAC,020203007,DETERMINACAO DE FATOR REUMATOIDE,45,"2,83","127,35","0,00","0,00","127,35",Proced.,202506,2332574,LABORATORIO ALVES VIEIRA
MAC,020203010,DOSAGEM DE ANTIGENO PROSTATICO ESPECIFICO (PSA),70,"16,42","1.149,40","0,00","0,00","1.149,40",Proced.,202506,2332574,LABORATORIO ALVES VIEIRA
MAC,020203020,DOSAGEM DE PROTEINA C REATIVA,40,"2,83","113,20","0,00","0,00","113,20",Proced.,202506,2332574,LABORATORIO ALVES VIEIRA
MAC,020203047,PESQUISA DE ANTICORPOS ANTIESTREPTOLISINA O (ASLO),50,"2,83","141,50","0,00","0,00","141,50",Proced.,202506,2332574,LABORATORIO ALVES VIEIRA
MAC,020203074,PESQUISA DE ANTICORPOS IGG ANTICITOMEGALOVIRUS,2,"11,00","22,00","0,00","0,00","22,00",Proced.,202506,2332574,LABORATORIO ALVES VIEIRA
MAC,020203076,PESQUISA DE ANTICORPOS IGG ANTITOXOPLASMA,2,"16,97","33,94","0,00","0,00","33,94",Proced.,202506,2332574,LABORATORIO ALVES VIEIRA
MAC,020203081,PESQUISA DE ANTICORPOS IGG CONTRA O VIRUS DA RUBEOLA,2,"17,16","34,32","0,00","0,00","34,32",Proced.,202506,2332574,LABORATORIO ALVES VIEIRA
MAC,020203085,PESQUISA DE ANTICORPOS IGM ANTICITOMEGALOVIRUS,2,"11,61","23,22","0,00","0,00","23,22",Proced.,202506,2332574,LABORATORIO ALVES VIEIRA
MAC,020203087,PESQUISA DE ANTICORPOS IGM ANTITOXOPLASMA,2,"18,55","37,10","0,00","0,00","37,10",Proced.,202506,2332574,LABORATORIO ALVES VIEIRA
MAC,020203092,PESQUISA DE ANTICORPOS IGM CONTRA O VIRUS DA RUBEOLA,2,"17,16","34,32","0,00","0,00","34,32",Proced.,202506,2332574,LABORATORIO ALVES VIEIRA
MAC,020203111,TESTE NAO TREPONEMICO P/ DETECCAO DE SIFILIS,80,"2,83","226,40","0,00","0,00","226,40",Proced.,202506,2332574,LABORATORIO ALVES VIEIRA
MAC,020204008,PESQUISA DE LARVAS NAS FEZES,300,"1,65","495,00","0,00","0,00","495,00",Proced.,202506,2332574,LABORATORIO ALVES VIEIRA
MAC,020204012,PESQUISA DE OVOS E CISTOS DE PARASITAS,300,"1,65","495,00","0,00","0,00","495,00",Proced.,202506,2332574,LABORATORIO ALVES VIEIRA
MAC,020204017,PESQUISA DE TROFOZOITAS NAS FEZES,3,"1,65","4,95","0,00","0,00","4,95",Proced.,202506,2332574,LABORATORIO ALVES VIEIRA
MAC,020205001,"ANALISE DE CARACTERES FISICOS, ELEMENTOS E SEDIMENTO DA U",800,"3,70","2.960,00","0,00","0,00","2.960,00",Proced.,202506,2332574,LABORATORIO ALVES VIEIRA
MAC,020205002,CLEARANCE DE CREATININA,2,"3,51","7,02","0,00","0,00","7,02",Proced.,202506,2332574,LABORATORIO ALVES VIEIRA
MAC,020205011,DOSAGEM DE PROTEINAS (URINA DE 24 HORAS),2,"2,04","4,08","0,00","0,00","4,08",Proced.,202506,2332574,LABORATORIO ALVES VIEIRA
MAC,020206021,"DOSAGEM DE GONADOTROFINA CORIONICA HUMANA (HCG, BETA HCG)",30,"7,85","235,50","0,00","0,00","235,50",Proced.,202506,2332574,LABORATORIO ALVES VIEIRA
MAC,020206025,DOSAGEM DE HORMONIO TIREOESTIMULANTE (TSH),60,"8,96","537,60","0,00","0,00","537,60",Proced.,202506,2332574,LABORATORIO ALVES VIEIRA
MAC,020206038,DOSAGEM DE TIROXINA LIVRE (T4 LIVRE),61,"11,60","707,60","0,00","0,00","707,60",Proced.,202506,2332574,LABORATORIO ALVES VIEIRA
MAC,020206039,DOSAGEM DE TRIIODOTIRONINA (T3),20,"8,71","174,20","0,00","0,00","174,20",Proced.,202506,2332574,LABORATORIO ALVES VIEIRA
MAC,020208001,ANTIBIOGRAMA,40,"4,98","199,20","0,00","0,00","199,20",Proced.,202506,2332574,LABORATORIO ALVES VIEIRA
MAC,020208007,BACTERIOSCOPIA (GRAM),30,"2,80","84,00","0,00","0,00","84,00",Proced.,202506,2332574,LABORATORIO ALVES VIEIRA
MAC,020208008,CULTURA DE BACTERIAS P/ IDENTIFICACAO,40,"5,62","224,80","0,00","0,00","224,80",Proced.,202506,2332574,LABORATORIO ALVES VIEIRA
MAC,020208014,EXAME MICROBIOLOGICO A FRESCO (DIRETO),30,"2,80","84,00","0,00","0,00","84,00",Proced.,202506,2332574,LABORATORIO ALVES VIEIRA
MAC,020212002,DETERMINACAO DIRETA E REVERSA DE GRUPO ABO,10,"1,37","13,70","0,00","0,00","13,70",Proced.,202506,2332574,LABORATORIO ALVES VIEIRA
MAC,020212008,PESQUISA DE FATOR RH (INCLUI D FRACO),10,"1,37","13,70","0,00","0,00","13,70",Proced.,202506,2332574,LABORATORIO ALVES VIEIRA
MAC,020201004,DETERMINACAO DE CURVA GLICEMICA (2 DOSAGENS),15,"3,63","54,45","0,00","0,00","54,45",Proced.,202506,2332582,LABORATORIO DR SIDNEY RODRIGUES
MAC,020201012,DOSAGEM DE ACIDO URICO,86,"1,85","159,10","0,00","0,00","159,10",Proced.,202506,2332582,LABORATORIO DR SIDNEY RODRIGUES
MAC,020201018,DOSAGEM DE AMILASE,2,"2,25","4,50","0,00","0,00","4,50",Proced.,202506,2332582,LABORATORIO DR SIDNEY RODRIGUES
MAC,020201020,DOSAGEM DE BILIRRUBINA TOTAL E FRACOES,28,"2,01","56,28","0,00","0,00","56,28",Proced.,202506,2332582,LABORATORIO DR SIDNEY RODRIGUES
MAC,020201021,DOSAGEM DE CALCIO,6,"1,85","11,10","0,00","0,00","11,10",Proced.,202506,2332582,LABORATORIO DR SIDNEY RODRIGUES
MAC,020201026,DOSAGEM DE CLORETO,80,"1,85","148,00","0,00","0,00","148,00",Proced.,202506,2332582,LABORATORIO DR SIDNEY RODRIGUES
MAC,020201027,DOSAGEM DE COLESTEROL HDL,374,"3,51","1.312,74","0,00","0,00","1.312,74",Proced.,202506,2332582,LABORATORIO DR SIDNEY RODRIGUES
MAC,020201028,DOSAGEM DE COLESTEROL LDL,362,"3,51","1.270,62","0,00","0,00","1.270,62",Proced.,202506,2332582,LABORATORIO DR SIDNEY RODRIGUES
MAC,020201029,DOSAGEM DE COLESTEROL TOTAL,662,"1,85","1.224,70","0,00","0,00","1.224,70",Proced.,202506,2332582,LABORATORIO DR SIDNEY RODRIGUES
MAC,020201031,DOSAGEM DE CREATININA,174,"1,85","321,90","0,00","0,00","321,90",Proced.,202506,2332582,LABORATORIO DR SIDNEY RODRIGUES
MAC,020201038,DOSAGEM DE FERRITINA,5,"15,59","77,95","0,00","0,00","77,95",Proced.,202506,2332582,LABORATORIO DR SIDNEY RODRIGUES
MAC,020201039,DOSAGEM DE FERRO SERICO,16,"3,51","56,16","0,00","0,00","56,16",Proced.,202506,2332582,LABORATORIO DR SIDNEY RODRIGUES
MAC,020201042,DOSAGEM DE FOSFATASE ALCALINA,11,"2,01","22,11","0,00","0,00","22,11",Proced.,202506,2332582,LABORATORIO DR SIDNEY RODRIGUES
MAC,020201043,DOSAGEM DE FOSFORO,30,"1,85","55,50","0,00","0,00","55,50",Proced.,202506,2332582,LABORATORIO DR SIDNEY RODRIGUES
MAC,020201046,DOSAGEM DE GAMA-GLUTAMIL-TRANSFERASE (GAMA GT),8,"3,51","28,08","0,00","0,00","28,08",Proced.,202506,2332582,LABORATORIO DR SIDNEY RODRIGUES
MAC,020201047,DOSAGEM DE GLICOSE,722,"1,85","1.335,70","0,00","0,00","1.335,70",Proced.,202506,2332582,LABORATORIO DR SIDNEY RODRIGUES
MAC,020201050,DOSAGEM DE HEMOGLOBINA GLICOSILADA,23,"7,86","180,78","0,00","0,00","180,78",Proced.,202506,2332582,LABORATORIO DR SIDNEY RODRIGUES
MAC,020201055,DOSAGEM DE LIPASE,30,"2,25","67,50","0,00","0,00","67,50",Proced.,202506,2332582,LABORATORIO DR SIDNEY RODRIGUES
MAC,020201057,DOSAGEM DE MUCO-PROTEINAS,56,"2,01","112,56","0,00","0,00","112,56",Proced.,202506,2332582,LABORATORIO DR SIDNEY RODRIGUES
MAC,020201061,DOSAGEM DE PROTEINAS TOTAIS,30,"1,40","42,00","0,00","0,00","42,00",Proced.,202506,2332582,LABORATORIO DR SIDNEY RODRIGUES
MAC,020201062,DOSAGEM DE PROTEINAS TOTAIS E FRACOES,2,"1,85","3,70","0,00","0,00","3,70",Proced.,202506,2332582,LABORATORIO DR SIDNEY RODRIGUES
MAC,020201064,DOSAGEM DE TRANSAMINASE GLUTAMICO-OXALACETICA (TGO),133,"2,01","267,33","0,00","0,00","267,33",Proced.,202506,2332582,LABORATORIO DR SIDNEY RODRIGUES
MAC,020201065,DOSAGEM DE TRANSAMINASE GLUTAMICO-PIRUVICA (TGP),409,"2,01","822,09","0,00","0,00","822,09",Proced.,202506,2332582,LABORATORIO DR SIDNEY RODRIGUES
MAC,020201067,DOSAGEM DE TRIGLICERIDEOS,622,"3,51","2.183,22","0,00","0,00","2.183,22",Proced.,202506,2332582,LABORATORIO DR SIDNEY RODRIGUES
MAC,020201069,DOSAGEM DE UREIA,164,"1,85","303,40","0,00","0,00","303,40",Proced.,202506,2332582,LABORATORIO DR SIDNEY RODRIGUES
MAC,020202002,CONTAGEM DE PLAQUETAS,21,"2,73","57,33","0,00","0,00","57,33",Proced.,202506,2332582,LABORATORIO DR SIDNEY RODRIGUES
MAC,020202007,DETERMINACAO DE TEMPO DE COAGULACAO,21,"2,73","57,33","0,00","0,00","57,33",Proced.,202506,2332582,LABORATORIO DR SIDNEY RODRIGUES
MAC,020202009,DETERMINACAO DE TEMPO DE SANGRAMENTO -DUKE,21,"2,73","57,33","0,00","0,00","57,33",Proced.,202506,2332582,LABORATORIO DR SIDNEY RODRIGUES
MAC,020202013,DETERMINACAO DE TEMPO DE TROMBOPLASTINA PARCIAL ATIVADA (,10,"5,77","57,70","0,00","0,00","57,70",Proced.,202506,2332582,LABORATORIO DR SIDNEY RODRIGUES
MAC,020202014,DETERMINACAO DE TEMPO E ATIVIDADE DA PROTROMBINA (TAP),20,"2,73","54,60","0,00","0,00","54,60",Proced.,202506,2332582,LABORATORIO DR SIDNEY RODRIGUES
MAC,020202015,DETERMINACAO DE VELOCIDADE DE HEMOSSEDIMENTACAO (VHS),128,"2,73","349,44","0,00","0,00","349,44",Proced.,202506,2332582,LABORATORIO DR SIDNEY RODRIGUES
MAC,020202038,HEMOGRAMA COMPLETO,1100,"4,11","4.521,00","0,00","0,00","4.521,00",Proced.,202506,2332582,LABORATORIO DR SIDNEY RODRIGUES
MAC,020202049,PROVA DE RETRACAO DO COAGULO,21,"2,73","57,33","0,00","0,00","57,33",Proced.,202506,2332582,LABORATORIO DR SIDNEY RODRIGUES
MAC,020202050,PROVA DO LACO,25,"2,73","68,25","0,00","0,00","68,25",Proced.,202506,2332582,LABORATORIO DR SIDNEY RODRIGUES
MAC,020203007,DETERMINACAO DE FATOR REUMATOIDE,52,"2,83","147,16","0,00","0,00","147,16",Proced.,202506,2332582,LABORATORIO DR SIDNEY RODRIGUES
MAC,020203010,DOSAGEM DE ANTIGENO PROSTATICO ESPECIFICO (PSA),5,"16,42","82,10","0,00","0,00","82,10",Proced.,202506,2332582,LABORATORIO DR SIDNEY RODRIGUES
MAC,020203016,DOSAGEM DE IMUNOGLOBULINA E (IGE),5,"9,25","46,25","0,00","0,00","46,25",Proced.,202506,2332582,LABORATORIO DR SIDNEY RODRIGUES
MAC,020203020,DOSAGEM DE PROTEINA C REATIVA,106,"2,83","299,98","0,00","0,00","299,98",Proced.,202506,2332582,LABORATORIO DR SIDNEY RODRIGUES
MAC,020203030,PESQUISA DE ANTICORPOS ANTI-HIV-1 + HIV-2 (ELISA),10,"10,00","100,00","0,00","0,00","100,00",Proced.,202506,2332582,LABORATORIO DR SIDNEY RODRIGUES
MAC,020203047,PESQUISA DE ANTICORPOS ANTIESTREPTOLISINA O (ASLO),132,"2,83","373,56","0,00","0,00","373,56",Proced.,202506,2332582,LABORATORIO DR SIDNEY RODRIGUES
MAC,020203074,PESQUISA DE ANTICORPOS IGG ANTICITOMEGALOVIRUS,5,"11,00","55,00","0,00","0,00","55,00",Proced.,202506,2332582,LABORATORIO DR SIDNEY RODRIGUES
MAC,020203076,PESQUISA DE ANTICORPOS IGG ANTITOXOPLASMA,5,"16,97","84,85","0,00","0,00","84,85",Proced.,202506,2332582,LABORATORIO DR SIDNEY RODRIGUES
MAC,020203080,PESQUISA DE ANTICORPOS IGG CONTRA O VIRUS DA HEPATITE A (,5,"18,55","92,75","0,00","0,00","92,75",Proced.,202506,2332582,LABORATORIO DR SIDNEY RODRIGUES
MAC,020203081,PESQUISA DE ANTICORPOS IGG CONTRA O VIRUS DA RUBEOLA,5,"17,16","85,80","0,00","0,00","85,80",Proced.,202506,2332582,LABORATORIO DR SIDNEY RODRIGUES
MAC,020203087,PESQUISA DE ANTICORPOS IGM ANTITOXOPLASMA,5,"18,55","92,75","0,00","0,00","92,75",Proced.,202506,2332582,LABORATORIO DR SIDNEY RODRIGUES
MAC,020203091,PESQUISA DE ANTICORPOS IGM CONTRA O VIRUS DA HEPATITE A (,5,"18,55","92,75","0,00","0,00","92,75",Proced.,202506,2332582,LABORATORIO DR SIDNEY RODRIGUES
MAC,020203092,PESQUISA DE ANTICORPOS IGM CONTRA O VIRUS DA RUBEOLA,5,"17,16","85,80","0,00","0,00","85,80",Proced.,202506,2332582,LABORATORIO DR SIDNEY RODRIGUES
MAC,020203101,PESQUISA DE FATOR REUMATOIDE (WAALER-ROSE),2,"4,10","8,20","0,00","0,00","8,20",Proced.,202506,2332582,LABORATORIO DR SIDNEY RODRIGUES
MAC,020204005,PESQUISA DE ENTEROBIUS VERMICULARES (OXIURUS OXIURA),20,"1,65","33,00","0,00","0,00","33,00",Proced.,202506,2332582,LABORATORIO DR SIDNEY RODRIGUES
MAC,020204008,PESQUISA DE LARVAS NAS FEZES,952,"1,65","1.570,80","0,00","0,00","1.570,80",Proced.,202506,2332582,LABORATORIO DR SIDNEY RODRIGUES
MAC,020204009,PESQUISA DE LEUCOCITOS NAS FEZES,3,"1,65","4,95","0,00","0,00","4,95",Proced.,202506,2332582,LABORATORIO DR SIDNEY RODRIGUES
MAC,020204012,PESQUISA DE OVOS E CISTOS DE PARASITAS,254,"1,65","419,10","0,00","0,00","419,10",Proced.,202506,2332582,LABORATORIO DR SIDNEY RODRIGUES
MAC,020204014,PESQUISA DE SANGUE OCULTO NAS FEZES,4,"1,65","6,60","0,00","0,00","6,60",Proced.,202506,2332582,LABORATORIO DR SIDNEY RODRIGUES
MAC,020204017,PESQUISA DE TROFOZOITAS NAS FEZES,100,"1,65","165,00","0,00","0,00","165,00",Proced.,202506,2332582,LABORATORIO DR SIDNEY RODRIGUES
MAC,020205001,"ANALISE DE CARACTERES FISICOS, ELEMENTOS E SEDIMENTO DA U",1020,"3,70","3.774,00","0,00","0,00","3.774,00",Proced.,202506,2332582,LABORATORIO DR SIDNEY RODRIGUES
MAC,020206016,DOSAGEM DE ESTRADIOL,8,"10,15","81,20","0,00","0,00","81,20",Proced.,202506,2332582,LABORATORIO DR SIDNEY RODRIGUES
MAC,020206021,"DOSAGEM DE GONADOTROFINA CORIONICA HUMANA (HCG, BETA HCG)",36,"7,85","282,60","0,00","0,00","282,60",Proced.,202506,2332582,LABORATORIO DR SIDNEY RODRIGUES
MAC,020206023,DOSAGEM DE HORMONIO FOLICULO-ESTIMULANTE (FSH),10,"7,89","78,90","0,00","0,00","78,90",Proced.,202506,2332582,LABORATORIO DR SIDNEY RODRIGUES
MAC,020206024,DOSAGEM DE HORMONIO LUTEINIZANTE (LH),10,"8,97","89,70","0,00","0,00","89,70",Proced.,202506,2332582,LABORATORIO DR SIDNEY RODRIGUES
MAC,020206025,DOSAGEM DE HORMONIO TIREOESTIMULANTE (TSH),10,"8,96","89,60","0,00","0,00","89,60",Proced.,202506,2332582,LABORATORIO DR SIDNEY RODRIGUES
MAC,020206029,DOSAGEM DE PROGESTERONA,9,"10,22","91,98","0,00","0,00","91,98",Proced.,202506,2332582,LABORATORIO DR SIDNEY RODRIGUES
MAC,020206030,DOSAGEM DE PROLACTINA,9,"10,15","91,35","0,00","0,00","91,35",Proced.,202506,2332582,LABORATORIO DR SIDNEY RODRIGUES
MAC,020206034,DOSAGEM DE TESTOSTERONA,9,"10,43","93,87","0,00","0,00","93,87",Proced.,202506,2332582,LABORATORIO DR SIDNEY RODRIGUES
MAC,020206035,DOSAGEM DE TESTOSTERONA LIVRE,9,"13,11","117,99","0,00","0,00","117,99",Proced.,202506,2332582,LABORATORIO DR SIDNEY RODRIGUES
MAC,020206038,DOSAGEM DE TIROXINA LIVRE (T4 LIVRE),8,"11,60","92,80","0,00","0,00","92,80",Proced.,202506,2332582,LABORATORIO DR SIDNEY RODRIGUES
MAC,020206039,DOSAGEM DE TRIIODOTIRONINA (T3),8,"8,71","69,68","0,00","0,00","69,68",Proced.,202506,2332582,LABORATORIO DR SIDNEY RODRIGUES
MAC,020208004,BACILOSCOPIA DIRETA P/ BAAR TUBERCULOSE (DIAGNOSTICA),18,"4,20","75,60","0,00","0,00","75,60",Proced.,202506,2332582,LABORATORIO DR SIDNEY RODRIGUES
MAC,020208007,BACTERIOSCOPIA (GRAM),112,"2,80","313,60","0,00","0,00","313,60",Proced.,202506,2332582,LABORATORIO DR SIDNEY RODRIGUES
MAC,020208014,EXAME MICROBIOLOGICO A FRESCO (DIRETO),90,"2,80","252,00","0,00","0,00","252,00",Proced.,202506,2332582,LABORATORIO DR SIDNEY RODRIGUES
MAC,020212002,DETERMINACAO DIRETA E REVERSA DE GRUPO ABO,15,"1,37","20,55","0,00","0,00","20,55",Proced.,202506,2332582,LABORATORIO DR SIDNEY RODRIGUES
MAC,020212008,PESQUISA DE FATOR RH (INCLUI D FRACO),27,"1,37","36,99","0,00","0,00","36,99",Proced.,202506,2332582,LABORATORIO DR SIDNEY RODRIGUES
MAC,021106001,BIOMETRIA ULTRASSONICA (MONOCULAR),100,"24,24","2.424,00","0,00","0,00","2.424,00",Proced.,202506,2332612,CLINICA DE OLHOS DO PARA
MAC,021106005,CERATOMETRIA,50,"3,37","168,50","0,00","0,00","168,50",Proced.,202506,2332612,CLINICA DE OLHOS DO PARA
MAC,021106010,FUNDOSCOPIA,50,"3,37","168,50","0,00","0,00","168,50",Proced.,202506,2332612,CLINICA DE OLHOS DO PARA
MAC,021106011,GONIOSCOPIA,5,"6,74","33,70","0,00","0,00","33,70",Proced.,202506,2332612,CLINICA DE OLHOS DO PARA
MAC,021106014,MICROSCOPIA ESPECULAR DE CORNEA,60,"24,24","1.454,40","0,00","0,00","1.454,40",Proced.,202506,2332612,CLINICA DE OLHOS DO PARA
MAC,021106017,RETINOGRAFIA COLORIDA BINOCULAR,10,"24,68","246,80","0,00","0,00","246,80",Proced.,202506,2332612,CLINICA DE OLHOS DO PARA
MAC,021106025,TONOMETRIA,80,"3,37","269,60","0,00","0,00","269,60",Proced.,202506,2332612,CLINICA DE OLHOS DO PARA
MAC,021106026,TOPOGRAFIA COMPUTADORIZADA DE CORNEA,5,"24,24","121,20","0,00","0,00","121,20",Proced.,202506,2332612,CLINICA DE OLHOS DO PARA
FAEC,021106028,TOMOGRAFIA DE COERENCIA OPTICA,5,"48,00","240,00","0,00","0,00","240,00",Proced.,202506,2332612,CLINICA DE OLHOS DO PARA
MAC,030101007,CONSULTA MEDICA EM ATENCAO ESPECIALIZADA,80,"10,00","800,00","0,00","0,00","800,00",Proced.,202506,2332612,CLINICA DE OLHOS DO PARA
MAC,040503013,VITRECTOMIA ANTERIOR,2,"381,08","762,16","0,00","0,00","762,16",Proced.,202506,2332612,CLINICA DE OLHOS DO PARA
MAC,040505010,FACECTOMIA S/ IMPLANTE DE LENTE INTRA-OCULAR,2,"483,60","967,20","0,00","0,00","967,20",Proced.,202506,2332612,CLINICA DE OLHOS DO PARA
MAC,040505011,FACOEMULSIFICACAO COM IMPLANTE DE LENTE INTRA-OCULAR RIGI,25,"651,60","16.290,00","0,00","0,00","16.290,00",Proced.,202506,2332612,CLINICA DE OLHOS DO PARA
MAC,040505015,IMPLANTE SECUNDARIO DE LENTE INTRA-OCULAR - LIO,2,"1.112,83","2.225,66","0,00","0,00","2.225,66",Proced.,202506,2332612,CLINICA DE OLHOS DO PARA
MAC,040505032,TRABECULECTOMIA,2,"898,35","1.796,70","0,00","0,00","1.796,70",Proced.,202506,2332612,CLINICA DE OLHOS DO PARA
MAC,040505037,FACOEMULSIFICACAO COM IMPLANTE DE LENTE INTRA-OCULAR DOBR,70,"771,60","54.012,00","0,00","0,00","54.012,00",Proced.,202506,2332612,CLINICA DE OLHOS DO PARA
MAC,020401006,RADIOGRAFIA DE CAVUM (LATERAL + HIRTZ),5,"6,88","34,40","0,00","0,00","34,40",Proced.,202506,2332639,HOSPITAL PIO XII
MAC,020401008,RADIOGRAFIA DE CRANIO (PA + LATERAL),5,"7,52","37,60","0,00","0,00","37,60",Proced.,202506,2332639,HOSPITAL PIO XII
MAC,020403015,RADIOGRAFIA DE TORAX (PA E PERFIL),335,"9,50","3.182,50","0,00","0,00","3.182,50",Proced.,202506,2332639,HOSPITAL PIO XII
MAC,020404001,RADIOGRAFIA DE ANTEBRACO,5,"6,42","32,10","0,00","0,00","32,10",Proced.,202506,2332639,HOSPITAL PIO XII
MAC,020404002,RADIOGRAFIA DE ARTICULACAO ACROMIO-CLAVICULAR,5,"7,40","37,00","0,00","0,00","37,00",Proced.,202506,2332639,HOSPITAL PIO XII
MAC,020404003,RADIOGRAFIA DE ARTICULACAO ESCAPULO-UMERAL,5,"7,40","37,00","0,00","0,00","37,00",Proced.,202506,2332639,HOSPITAL PIO XII
MAC,020404005,RADIOGRAFIA DE BRACO,5,"7,77","38,85","0,00","0,00","38,85",Proced.,202506,2332639,HOSPITAL PIO XII
MAC,020404006,RADIOGRAFIA DE CLAVICULA,5,"7,40","37,00","0,00","0,00","37,00",Proced.,202506,2332639,HOSPITAL PIO XII
MAC,020404007,RADIOGRAFIA DE COTOVELO,5,"5,90","29,50","0,00","0,00","29,50",Proced.,202506,2332639,HOSPITAL PIO XII
MAC,020404008,RADIOGRAFIA DE DEDOS DA MAO,5,"5,62","28,10","0,00","0,00","28,10",Proced.,202506,2332639,HOSPITAL PIO XII
MAC,020405012,RADIOGRAFIA DE ABDOMEN AGUDO (MINIMO DE 3 INCIDENCIAS),5,"15,30","76,50","0,00","0,00","76,50",Proced.,202506,2332639,HOSPITAL PIO XII
MAC,020405013,RADIOGRAFIA DE ABDOMEN SIMPLES (AP),10,"7,17","71,70","0,00","0,00","71,70",Proced.,202506,2332639,HOSPITAL PIO XII
MAC,020406009,RADIOGRAFIA DE BACIA,5,"7,77","38,85","0,00","0,00","38,85",Proced.,202506,2332639,HOSPITAL PIO XII
MAC,020406010,RADIOGRAFIA DE CALCANEO,5,"6,50","32,50","0,00","0,00","32,50",Proced.,202506,2332639,HOSPITAL PIO XII
MAC,020406011,RADIOGRAFIA DE COXA,5,"8,94","44,70","0,00","0,00","44,70",Proced.,202506,2332639,HOSPITAL PIO XII
MAC,020406015,RADIOGRAFIA DE PE / DEDOS DO PE,5,"6,78","33,90","0,00","0,00","33,90",Proced.,202506,2332639,HOSPITAL PIO XII
MAC,020406016,RADIOGRAFIA DE PERNA,5,"8,94","44,70","0,00","0,00","44,70",Proced.,202506,2332639,HOSPITAL PIO XII
MAC,030101007,CONSULTA MEDICA EM ATENCAO ESPECIALIZADA,10,"10,00","100,00","0,00","0,00","100,00",Proced.,202506,2332639,HOSPITAL PIO XII
MAC,030106002,ATENDIMENTO DE URGENCIA C/ OBSERVACAO ATE 24 HORAS EM ATE,335,"12,47","4.177,45","0,00","0,00","4.177,45",Proced.,202506,2332639,HOSPITAL PIO XII
MAC,030106006,ATENDIMENTO DE URGENCIA EM ATENCAO ESPECIALIZADA,1200,"11,00","13.200,00","0,00","0,00","13.200,00",Proced.,202506,2332639,HOSPITAL PIO XII
MAC,030106011,ACOLHIMENTO COM CLASSIFICACAO DE RISCO,1200,"0,00","0,00","0,00","0,00","0,00",Proced.,202506,2332639,HOSPITAL PIO XII
MAC,020401003,RADIOGRAFIA BILATERAL DE ORBITAS (PA + OBLIQUAS + HIRTZ),1,"8,38","8,38","0,00","0,00","8,38",Proced.,202506,2332647,J M DIREITO ALVARES
